Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
jackroll,,verb,,,[none],,,[none],,[none],,,
Jacks,,noun,,= Jack's-come-home (used as sg).,[none],,,[none],,[none],,,
jackson,,noun,,behind,,,,[none],,[none],,,
Jacksonville,,noun,,Seatoun/Miramar,[none],,,[none],,[none],,,
jacky,,noun,,"buttocks, jacksy.",[none],,,[none],,[none],-,,
Jacky,,noun,2,a Boer (cf. Jack (Maori)); poss. influenced by rhyme with Jacky Raw; and also common use of jack : Jack tar; =police etc.,[none],,,[none],,[none],,,
jacky,,noun,4,red-billed gull,[none],,,[none],,[none],,,(Chatham Islands)
Jacky,,noun,,= Jacko q.v.,[none],,,[none],,[none],,,(?WW1 Gallipoli)
jacobaea,,noun,,,[none],,,[none],,[none],,,
jade,,noun,,"Either of two types of hard, usually green, fine-grained minerals, used as an ornamental stone or in jewellery; in New Zealand formerly, now occasionally, applied to greenstone; =greenstone.",,,,[none],,[none],also jadeite,,
Jade,,noun,,"short for Jade Stadium, the former Lancaster Park sports stadium in Christchurch (to 2006? only)",[none],,,[none],,[none],,,"also Jade Stade, National Radio discussion, 23/06/2005"
jadeite,,noun,,Occas. used for greenstone (but is not greenstone check).,,,,[none],,[none],,,
Jafa,,noun,,an Aucklander (acronym of Just another f***ing Aucklander),acronym,informal,derogatory,[none],,[none],,,cf. jaffa (Jaffa spelling is found)
Jafa City,,noun,,Auckland,[none],informal,,[none],,[none],Jafa,,
Jafa-bashing,,noun,,criticism of Aucklanders,[none],informal,,[none],,[none],,,
Jafadom,,noun,,,,,,[none],,[none],,,
Jafaland,,noun,,Auckland,[none],,,[none],,[none],,,
Jafanese,,adjective,,of or from Auckland,[none],,,[none],,[none],Jafa,,
Jafaphobia,,noun,,dislike of Aucklanders,[none],,,[none],,[none],,,
Jafastani,,noun,,an Aucklander,[none],,,[none],,[none],,,slang
jaffa,1,noun,,an orange-coloured candy ball with a centre of chocolate,,,,[none],,[none],,,
jaffa,2,noun,,a slow ball,,,,[none],,[none],,,
jaffa-rolling,,noun,,,[none],,,[none],,[none],,,
Jaffaphobe,,noun,,person who dislikes Aucklanders,[none],,,[none],,[none],,,note double f in spelling (cf. Jafa and Jafaphobia); 'triangle' in citation is what?
Jaffaville,,noun,,Auckland,[none],,,[none],,[none],,,
jag,,noun,,"party, esp. booze-party, =booze session [not drug], see also on the (drunk).",,,,[none],,[none],,,
jag,,verb,,,[none],,,[none],,[none],,,-->[OEDS2 - [Sc. North Eng and US dial.] sense nf S/1.] [P8: (610) Jag v. 3. To depress; get on the nerves: NZ: 19C - earlier 20C. GB Lancaster Sons O' Men 1904.] -->1957 Frame Owls Do Cry 17
jagged,,adjective,,Exhausted.,[none],,,[none],,[none],,,"ca1945 (R. Mason) esp. trampers' (? rhyme on fagged, shagged, + on the jag)"
jagging,,noun,,,[none],,,[none],,[none],,,
jaipay/Jay Pay,,noun,,a JP,[none],,,[none],,[none],,,
jake,,adjective,2,"The usual expression in NZ: be jake, chiefly constr: she's jake, she'll be jake, etc. -->(? 1918) 1933 Acland All right, comfortably placed (since 1918?)",,,,[none],,[none],,,1981 Auckland Secondary Teachers College(Goldie Brown Collection) she'll be jake
jake,,verb,3,"To fight (orig. to challenge to a fight behind the school jakes), cf jakes.",,,,[none],,[none],,,"(local secondary schools) 1951 14 M 14 St Bede's, Chch 30A JAKE, I WILL JAKE YOU [BEHIND JAKES]"
jake,,adjective,,"Good of a kind; honest, true",[none],,,[none],,[none],,,1953 15 M A23 Thames DHS 12 JAKE [14 Occurrences] -->1960 16C F B1 Nelson Girls C. 12 JAKE [It doesn't matter; OK -->1960 16C F B4 Wanganui Girls C. 12 JAKE -->1960 18C F B12 Horowhenua C. 12 JAKE -->1984 16 F E7 Pakuranga Coll. 34 JAKE -->
Jake Heke,,noun,,the main character in 'Once Were Warriors',[none],,,[none],,[none],,,
Jake the Muss,,noun,,Jake Heke q.v.,[none],,,[none],,[none],,,
Jakeism,,noun,,,[none],,,[none],,[none],,,from Jake Heke (Jake the Muss) q.v.
jakeloo,,adjective,,all right; OK; comfortably placed (an elaboration of jake q.v.) (various spellings),[none],,,[none],,[none],,,-->ca 1925-1930 Otago Boys' High School p.c. 1960 Professor Norman Davis
jam and butter it,,exclamation,,,[none],,,[none],,[none],,,
jam jar savings scheme,,phrase,,,[none],,,[none],,[none],,,
jam juggler,,noun,,,[none],,,[none],,[none],,,
jam off,,verb,,,,,,[none],,[none],,,(seamen's or cargo-workers')
jam tart,,noun,,girl,[none],,,[none],,[none],,,"1951 14 M 14 St Bede's, Chch 28 JAM TART (2) -->1960 16C F B1 Nelson Girls C. 28 JAM TARTS -->1960 18C F B12 Horowhenua C. 28 JAM-TART"
jam tin gully,,noun,,,[none],,,[none],,[none],,,
jam-whacker,,noun,,a Jehovah's Witness (from initials J.W. (cf. Jay Dub) and the fact that they were reputed to get down on the jam or have an unnatural appetite for jam.) -->ca1941-5 R.C.,[none],,,[none],,[none],,,(detention camp)
jamboreed,,adjective,,Drunk.,,,,[none],,[none],,,
jamtartism,,noun,,,,,,[none],,[none],,,
jandal,,noun,,a light usually rubber or plastic sandal with a thong between the big and second toe (also called thong; in Britain usually called flip-flop). [probably a blend of Japanese and sandal],[none],trademark,,[none],,[none],DNZE 1958 cit.,,[OEDS2.] A pair of simple sandals with two straps joined and fitted between two toes; see also thong [from a trade name]. 1981 Feb Avondale College (Auckland) Slang Words in Use (Goldie Brown Collection) jandals 1981 Rangiora High School (Goldie Brown Collection) jandalls: in the dict.
jandalled,,adjective,,,,,,[none],,[none],,,
jangle,,noun,,a fight,[none],,,[none],,[none],,,"1951 16+ M 32 St Mary's, Wgton 30B JANGLE"
jannie,,noun,,janitor,,,,[none],,[none],,,
Jap moll,,noun,,A ship girl who specialises in Japanese seamen.,[none],,,[none],,[none],,,(ship girls' slang)
Jap-pack,,noun,,"premium snapper exported whole and chilled to Japan, or of a grade acceptable for export",[none],,,[none],,[none],,,from the polystyrene bin used to pack premium snapper for export to Japan
Japanese gurnard,,noun,,"= spotted gurnard, Pterotrigla picta.",[none],,,[none],,[none],,,
Japanese larch,,noun,,,[none],,,[none],,[none],,,
Japanese plum,,noun,,"<i>Prunus salicina</i>, a species of plum originating in China, in contrast to <i>European plum - Prunus domestica</i>.",[none],,,[none],,[none],,,"Jim writes: many of the commoner plum varieties in NZ, e.g. omega, black Doris, sultan are Japanese plums."
japara,,noun,,,,,,[none],,[none],,,
Japaranga,,noun,,Pakuranga,[none],offensive,,[none],,[none],,,
Japie/Jaapie,,noun,,a South African,[none],,,[none],,[none],,,Letter from Corrie Rademeyer
Japis,,abbreviation,,Just Another Pacific Island State,acronym,,,[none],,[none],,,
Japper,,adjective,,(of a car) Japanese,[none],,,[none],,[none],,,
jar,,noun,,"2.25 l. flagon, formerly half-gallon container of (or for) beer (occas. wine); cf. flagon, half-G",[none],,,[none],,[none],,,
jargozzled,,adjective,,drunk,,,,[none],,[none],,,
jarmies,,noun,,pyjamas,[none],,,[none],,[none],,,
jasmine,,noun,2,,,,,[none],,[none],,,
jasmine,,noun,2,<i>Parsonsia capsularis.</i>,,,,[none],,[none],,,
jasmine,,noun,,"1. Any of numerous often climbing shrubs of the olive family, having usu. very fragrant flowers. 2. In NZ, esp. a native climber with small, creamy flowers, often called Maori jasmine.",[none],,,[none],,[none],also Maori jasmine,,
jasmine,,noun,2,,,,,[none],,[none],,,
jasmine,,noun,2,"<i>Parsonsia capsularis</i>, var. <i>rosea. </i>",,,,[none],,[none],,,
jasmine,,noun,2,,,,,[none],,[none],,,
jasper,,noun,,Baked argyllyte or greywacke,,,,[none],,[none],,,(obs.)
javelin fish,,noun,,,[none],,,[none],,[none],,,
javelin fish,,noun,2,<i>Mesobius antipodum.</i>,[none],,,[none],,[none],,,
jawsmith,,noun,,,,,,[none],,[none],,,
jay,,noun,,jungle,[none],,,[none],,[none],,,army slang
Jay Dub,,noun,,a Jehovah's Witness,[none],,,[none],,[none],,,ca 1941-1945
jay,,noun,2,,,,,[none],,[none],,,"(obs criminals') 1932, Nelson Baylis (in a private letter; N.Z.); 1944, M and B (Aus.), extant. -->1984 17 M E107Pakuranga Coll. 33 JAY: HAVE A JAY [illegal activities: =?: ?jar]"
Jaycee,,noun,,"Junior Chamber of Commerce, a member of the Junior Chamber, a service organisation of young businessmen.",,,,[none],,[none],,,ca 1948 (Evening Post) -->AC 1976 2. A member of the Jaycees [from j(unior) c(hamber) of c(ommerce)]. -->1979 Sept 12 [Roger Hall on alterations to a play to suit a British audience: `JC's' changed to `Rotarians']
Jazz,,noun,,a new variety of apple,,,,[none],,[none],,,
JC bird,,noun,,Jesus Christ bird (q.v.),[none],,,[none],,[none],,,
JDKZ,,abbreviation,,,[none],,,[none],,[none],cf. square gin,,
jeal,,adjective,,jealous,abbreviation,,,[none],,[none],,,
jee whiskers,,exclamation,,"A humorous var. of jee whizz, a euphemism for Jesus!",[none],,,[none],,[none],,,
Jeep Jamboree,,noun,,,[none],,,[none],,[none],,,
Jeez Wayne,,exclamation,,,[none],,,[none],,[none],,,1981 Feb Avondale College (Auckland) Slang Words in Use (Goldie Brown Collection) Jeez Wayne: go on
jellies,,noun,,short for jelly sandals (brightly coloured plastic sandals),[none],,,[none],,[none],,,
Jellimeat,,noun,,a brand of tinned pet food,[none],,,[none],,[none],,,see also Jellymeat (misspelt)
jelly,,adjective,,"? shaky, nervous; or jealous?",[none],,,[none],,[none],,,
jelly bait,,noun,,,[none],,,[none],,[none],,,
jelly bean,,noun,,a boy,[none],,,[none],,[none],,,"(schoolchildren's, obs?) ca1920 Pukekohe (RM) `Used by children, usually by girls jeering at boys, & usually in answer to the expression `tarts'. Some resemblance to the sound of `gentleman', and idea of something sweet to eat.'"
Jelly Tip,,noun,,chocolate-coated ice-cream tipped with jelly on a stick,[none],,,[none],,[none],,,
jelly-legged,,adjective,,"unsteady, intoxicated",,,,[none],,[none],,,
jellybag hat,,noun,,,[none],,,[none],,[none],,,
Jellymeat,,noun,,misspelling of Jellimeat q.v.,[none],,,[none],,[none],,,
jenny,,noun,,A device for unrolling rolls of wire along a fenceline,[none],,,[none],,[none],spinning jenny,,spinning jenny (fencers')
jenny,,noun,1,[fencing] an implement upon which wire is wound for easy feeding out.,[none],,,Rural,Farm Words,[none],,,
jenny-wheel,,noun,,,,,,[none],,[none],,,
Jennycide,,noun,,,,,,[none],,[none],,,
jerk,,verb,,,[none],,,[none],,[none],,,
jerk,,verb,,,[none],,,[none],,[none],,,
jerry,,verb,,To understand; to catch on (to); to tumble to.,[none],,,[none],,[none],,,
jerry,,verb,,,[none],,,[none],,[none],,,
jerry,,noun,,"in phr. take a jerry to: to take a tumble to, to jerry (q.v.).",[none],,,[none],,[none],,,ca1950s p.c. R. Mason
jerry-riddle,,noun,,piddle (variant of jimmy riddle),rhyming slang,,,[none],,[none],,,verb in 1965 citation below
jerry-slung,,adjective,,Jerry-built.,,,,[none],,[none],,,(?obs)
