Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
yard,"Jun 21, 1848",Wellington Independent,,3,3,"How oft have the audience in that hallowed edifice felt the tear of sympathy trickle down their cheeks, while listening to the affecting accounts eloquently related of the activity of their New Zealand agents, when chasing the wild Maori amongst woods, rivers, and mountains, until caught like wild pigs or cattle, and with difficulty brought in and yarded for a few days, when the magic zeal of the agents has not only tamed them so as to allow them to run loose, but remodeled them into pure and undefiled Christians?",
yard,"May 5, 1860",Taranaki Herald,,3,,Some horses and 7 working bullocks belonging to the rebel natives were driven in and yarded by the mounted guides ...,
yard boy,1986,"Century at Waitangi Station, A",ROBERTSON,47,,"In the year 1901 I was about 14 years of age and was working at the woolscour as yardboy on Waitangi Station, on the Waitaki River.",
yard dog,Mar 1907,NZ Farmer,,209,,"Sheep dogs are of three distinct classes - the show dog, or fancy-worker, the mustering or paddock dog, and the yard or forcing dog.",
yard dog,1907,NZ Farmer,,210,,The utility dog is a different class of animal. He is of two kinds - the mustering dog and the yard dog.,
yard dog,1913,Country Work,CARR,13,,"He can practice [sic] on..a good noisy yard dog, as all station hands are liable to be called upon to assist in drafting etc.",
yard dog,1962,"Life's Roundabout, A",ANDERSON,25,,"You've one useful yard and near at hand huntaway, and probably George Boddington will sell you a handy heading dog.",
yard dog,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,76,,For solo drafting a good yard dog is a must.,
yard dog,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,77,,"If you have difficult sheep and lack a good yard dog, the lady of the house might co-operate.",
yard dog,"Jul 22, 1971",NZ Farmer,,111,,A litter of handy dogs make good paddock and yard dogs easy to work.,
yard dog,1996,"Trouble with Stock Agents, The",GORDON,39,,"Close the gates, tie up all but your hardy yard dog and you are ready to start.",
yard dog,"Nov 18, 1999",NZ Farmer,,16,,A good yard dog requires guts equal to any mustering huntaway ...,
yard dog,1913,Country Work,CARR,33,,"A new hand ... is wise investing in a good huntaway or a heading dog. He can practice [sic] on the `killers' i.e. the sheep kept handy for station use, or better still, a good noisy yard dog, as all station hands are liable to be called upon to assist in drafting, etc.",
yard dog,"Apr 27, 1875",Auckland  Star,,2,,"His sagacious yard dog saw the fierce fight, parted the combatants, drove his master's home, and shut the outer gate.",
yard dog,"Oct 9, 1884",Timaru Herald,,2,,"The Mail suggests that the only condition of escape from the maximum tax should be actual employment in working stock, unless indeed a bona fide yard dog in a town, who has too often a practical business to attend to, should be put upon the same footing as his industrious cousin in the country.",
yard dog,"May 2, 1903","Star, The",,4,,There are farm buildings with a good deal of live stock and three yard dogs.,
yard dog,"Sep 2, 1920",Evening Post,,1,,"FOR SALE, 2 good Sheep Dogs, one head and lead, one good huntaway and yard dog.",
yard dog,"Jun 30, 1934",Evening Post,,2,,"FOR SALE, Black Sheep Dog, good yard dog.",
yard dog,2000,Rabbiters' Glossary,SCURR,1,,Yard Dog:- Person talking all the time,
yard,"Aug 18, 1900",Hawera Star,,4,,Nearly everything yarded was sold.,
yard,"Nov 21, 1903",Hawera Star,,4,,"Fat cattle - 211 were yarded, including a fair proportion of useful steers.",
yard,"Apr 12, 2001",NZ Farmer,,42,,There were some useful ewe lambs yarded.,
yard,"Mar 19, 1903",Bush Advocate,,2,,"A full yarding of bullocks, mostly prime quality, was yarded.",
yard,"Dec 7, 1918",Thames Star,,2,,"At Westfield fat stock market on Wednesday, beef was yarded in average quantities, mostly of good quality, although no extra-heavy weights were yarded.",
yard,"Oct 16, 1852",Lyttelton Times,,6,,"Yarding the Sheep by night, as suggested by the Committee, is quite out of the question, for many parts of the country are quite impracticable for drays, so that no hurdles, or even sheep nets and stakes could be carried for that purpose, and brush yards could not be made for want of materials.",
yard,"Dec 18, 1856",Diary,W.H.S. Roberts,,,"At Macfarlane's the men saddled fresh horses and rode in some cattle which we had a great bother to yard, as everything was new ... The yard was divided into three - one large and two small - but as there was no crush pen, or drafting race, we had to head rope those requiring branding, and after hauling them up to a corner post, leg-roped and threw them on [44] their side, placing a long lever on their neck and under the lowest rail so that they would not move much ... When released the poor beast is not in an amiable temper ... So anyone in the yard has to climb the rails quickly ..., and the idea that it may catch you before your legs are safely over the cap rail certainly accelerates one's movements.",W.H.S. Roberts diary in 1947 Beattie Early Runholding 43-
yard,"Oct 20, 1841",New Zealand Gazette & Wellington Spectator,,1,,"MESSRS. JOHN and GEORGE WADE have the honour to announce, that they have received instructions to submit to public competition, to-morrow, Thursday, the 21st instant, at 1 o'clock, by permission of G. Hunter, Esq., at the yards of Mesrs. Willis and Co., between Pah Te Aro and the swamp, the whole of the grown cattle, ex Winwick, from Twofold Bay, consisting of - 15 FAT BULLOCKS, and 30 SUPERIOR MILCH COWS in CALF.",
yard,"Sep 10, 1902",Otago Witness,,38,,"MR DONALD REID, A well-known auctioneer at the yards.",
yard,"Jul 5, 1986",Listener (New Zealand Listener),,23,,"Even so, work is regarded as a privilege, and those who don't have it get `the yard' - typically grey concrete with a few hard plank benches and an open urinal in one corner.",
yard hand,"Feb 19, 2005",Hawke's Bay Today,,4,,[heading]<b>Yard Hand/Vehicle Detailer</b>,
yard job,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,80,,"There are some other yard jobs, either close at home or farther back on the run, which we should discuss.",
yard sheep,2000,High Times in the High Country,KERR,82,,"Freezing works yarders reward an individual yard sheep, called the Judas sheep, to lead others to the sticking pens. Same principle here.",
yard shepherd,1981,Loughnan Glossary,LOUGHNAN,49,,"As they [the sheep] had to be loaded urgently, the yard shepherd could spare no time to tie up the little leading bitch he had been using.",
yard up,"Dec 28, 1916",Marlborough Express,,8,,"No doubt they will tell the story many a time and oft: ""How we yard up the deer with dogs at Hillersden.""",
yard up,"Jan 3, 1931",Evening Post,,4,,"When the steers were taken to the scene of the rodeo they were accompanied by two tons of hay for feed during the day and night; they were yarded up, and were watered thrice daily.",
yard up,1888,Textile Educator I,,279,,"Yarding-up sheep is work fit only for stoics, and stoics, and these do not abound among working men. The frightful illtreatment to which sheep are subjected when being yarded-up is pitiable to witness.",
yard up,"Jun 25, 1898",Hawera Star,,2,,We yarded up a considerably larger number of sheep on Wednesday at St Hill Street than was advertised.,
yard up,"May 11, 1904",Chudleigh Diary,CHUDLEIGH,422,,"I .. yarded up, cut and branded ... [yard-up]",Diary May 11 (1950) 422
yard up,1902,Brett's Colonists Guide,,318,,"The sheep being yarded up into the drafting pens, the operator stands outside",
yard up,"Apr 11, 1904",Chudleigh Diary,421,,1950,"Drenched about 1000 hoggets ... Willie Murphy cought and handed out to [422] the drenchers. I ... yarded up, cut and branded and help [sic] to catch.",
yard up,"Oct 3, 1890",Taranaki Herald,,2,,"By the way, this gentleman got a severe hurt last week through being rushed by an excited cow that he was yarding up, and which had been dogged too much.",
yard work,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,74,,"This desirable attribute is even more noticeable in the yards, where they display an intelligent, where-do-we-go-next attitude which is extremely helpful in all phases of yard work.",
yard work,1980,"Dog's Life, A",MCGREGOR,10,,"When I first came here 14 years ago we went from one place to the other mustering. We didn't do any yard work or shed work, we just brought the sheep in and went straight on to the next place.",
yard work,1993,Farming Under Aspiring,ASPINALL,177,,"On another occasion Ewen was told, after the yard work and drafting was finished, to open the gate ...",
yard work,2000,High Times in the High Country,KERR,72,,"I has two great backing dogs, Jim and Duke, ideal for yard work.",
yarded,1992,"Falcon and the Lark, The",,29,,She crosses the river and catches sight of noisy activity beside some buildings where yarded sheep are being driven into a shed by humans and dogs.,
yarder,2000,High Times in the High Country,KERR,82,,"Freezing works yarders reward an individual yard sheep, called the Judas sheep, to lead others to the sticking pens.",
yarder-up,1888,Textile Educator I,,261,,"The first dip-hand was the yarder-up, whose duty it was to keep working the sheep forward as the final small pen and the yard leading into it were emptied.",
yarder-up,1888,Textile Educator I,,279,,The work of the yarder-up is simply abominable.,
yarder-up,1985,Woolscours of NZ,BREMNER,15,,"A description of an unidentified sheepstation in 1881 recorded that a twenty-two man gang ... put through [the sheep-wash] 1250 sheep in a ... day. The `yarder-up' kept the pen nearest the wash full of sheep. Two `dry-chuckers-in' forced sheep through a swing door where they fell four feet into a 20-foot wooden trough full of hot soapy water. ... The trough was divided into four partitions with a `crutcher' at each. Four times each sheep was soaped, its back scrubbed with a crutch. ... At the end of the trough three `wet-chuckers-in' hauled frightened sheep out and sent them down three slides to the cold-water rinsing wells. Each well had two spouts of cold water and four hands called `spouters' who tilted the sheep, parting the wool ...",
yarding,1986,NZ Pocket Oxford Dictionary,,893,,yard ... 2 v.t. NZ & Austral. put (sheep etc.) into a yard or shed.,nf. 1982 Collins Concise Eng. Dict.; 1985 Collins NZ Compact Dict. 555
yarding,"Feb 17, 1911",Hawke's Bay Herald,,19,,"A 'heavy yarding' means the sale pens were full: although the yarding of store cattle was heavy, practically the whole of the yarding was sold.",
yarding,"Feb 12, 1942",NZ Farmer,,28,,"Heavy yardings of fat stock came forward at Westfield. The main yarding consisting of light, aged ewes.",
yarding,"Mar 11, 1943",NZ Farmer,,28,,"Much of the yarding comprised out-of-condition cows, empty or with calves. The sheep yarding was the heaviest of the season.",
yarding,1965,From the Top of a Hill,GASCOIGNE,57,,Had I noticed the solid yarding of cattle advertised away down on the Taranaki coast?,
yarding,1975,Mostly a Farmer,WATERS,156,,"But if it was a big yarding and no outside buyers, then probably it was a good day to buy.",
yarding,"Jun 1, 1994",NZ Farmer,,29,,The East Coast saleyards at Te Araroa may not host the largest yardings of weaner cattle in the country ...,
yarding,"Apr 12, 2001",NZ Farmer,,42,,The yarding of 8553 stores and primes that were penned at Temuka on April 9 saw the condition of the stores clearly illustrating the effects of the drought ...,
yarding,"Dec 6, 2001",Taranaki Daily News,,28,,This yarding is of a very high standard and is highly recommended to shift.,
yarding,"May 10, 2002",Dominion,,16,,".. back-country farmers are reducing stock numbers to winter levels, and some good yardings of stock are anticipated. [heavy yarding, light yarding]",
yarding,"Feb 11, 1988","Press, The",,27,,[Hdg] Good Yarding of Breeding Ewes.The first sizable yarding of adultbreeding ewes this year was a feature ofyesterday's Addington store sale.,
yarding,"Mar 26, 1993",Sunday Times (NZ),,12,,The quality of the yarding and its reputation have built up over the last five or six years.,
yarding,"Aug 5, 1924",Otago Witness,,15,,Sheep were more numerous in the store pens than at any sale since the autumn yardings.,
yarding,"Sep 23, 1924",Otago Witness,,33,,There was a very small yarding [of fat pigs].,
yarding,"Mar 19, 1903",Bush Advocate,,2,,"A full yarding of bullocks, mostly prime quality, was yarded.",
yarding,"Dec 7, 1918",Thames Star,,2,,"A large yarding, with good demand for vealers showing quality.",
yarding,"Aug 8, 1945",Evening Post,,4,,"Tenders to be endorsed ""Tender for Yarding and Slaughtering of Stock, Municipal Abattoir.""",
yarding,"Jan 12, 1937",King Country Chronicle,,3,,The yarding of store sheep was comprised principally of lambs of all classes.,
yarding,"Oct 25, 1865",Chudleigh Diary,CHUDLEIGH,202,,The sheep broke repeatedly before we could get them in .. rode home after the yarding and had a plunge bath.,Diary Oct 25 (1950) 202
yarding,"Jul 22, 1971",NZ Farmer,,65,,".. mustering on the tops or drafting, yarding, tailing, dipping, shearing, trials .. it's a dog's life.",
yarding,1982,MAF Agricultural Glossary,MAF,15,,Yarding: Putting sheep into yards or woolshed with a dog or team of dogs.,
yarding,1863,First Year in Canterbury Settlement,BUTLER,vii 89,,"... it is a common custom, about eight or nine o'clock [at night] to yard ones' team, and turn them out with the first daylight for another three or four hours feed. Yarding bullocks is, however, a bad plan.",
yarding,"Oct 25, 1865",Chudleigh Diary,,202,1950,The sheep broke repeatedly before we could get them in. I ... rode home after the yarding and had a plunge bath.,
yarding,1982,MAF Agricultural Glossary,,25,,Yarding: Putting sheep into yards or woolshed with a dog or team of dogs.,
yarding-up,1902,Brett's Colonists Guide,,315,,A piece of sacking or a handfull of flax leaves tied together are quite sufficient for yarding-up [sheep].,
yardman,1949,I Saw in My Dream,SARGESON,249,1974,"But they were going through the big open gateway into the yards, and the boss, while he answered greetings called to him from farmers standing about, was telling them to keep over to the left. Over that way a yard-man with his dog was opening up a pen for them and signalling them on;",
yardman,"Feb 8, 1875","Star, The",,2,,"CANTERBURY SALEYARDS COMPANY .. Thirty-three applications for the situation of yardman were received, and the choice of the meeting fell upon Mr T. P. Simpson.",
yardman,"Aug 23, 1902",Wanganui Herald,,3,,"Sheep leads, from which all the pens may be drained, lead into the side of the building, rendering the work of the yardmen comparatively easy.",
yards,2007,Drybread,Owen Marshall,160,,The enlarged window gave an even better view of the yards and the woolshed.,
yards,"Nov 10, 1862",Journal and Letters (Walker),,,,He came in to the Woolshed and I went into the yards. It is jolly hard work in the yards.,"(Mt Brown, Canterbury)"
yards,1863,First Year in Canterbury Settlement,BUTLER,ch x 147,,"How many hands shall you want? We will say a couple of good bush hands, who will put upyour hut and yards and wool-shed. <i>Ibid.</i> 154 [ff] Without good yards it is impossible to do this [sheep-work] well - they are an essential of the highest importance.",
yards,"Mar 18, 1867",Richmond-Atkinson Papers,,2/236,1960,I also pay another visit to the yards. ... [Sheep] stream over the ground like a fluid and the outside of the mob always consists of a string of animals in rapid motion.,(C.W. Richmond)
yards,1871,Knocking About in NZ,MONEY,7,,"A mile or so distant [from the homestead] was the pool where the sheep were washed, approached by yards (i.e., passages and squares composed of hurdles or fences) leading to the dip, an enclosed floor, resting on a pivot, which, when filled with sheep tilted up, and shot theunsuspecting `jumbucks' into the water below.",
yards,1874,Crusts: a settler's fare due south,KENNAWAY,73,,"In a fortnight's time we finished a second hut, adding ... in the summer a shearing-house, wool-shed and yards.",
yards,1881,Chequered Career,NESFIELD,37,,"In a few months' time I had learnt all the most important items of a bush education: how to cook, make bread or damper, ... work a dog, work in the yards ...",
yards,1899,In the Shadow of the Bush,BELL,8,,"A large clearing opened out on the right, and a little way back from the road-line stood a slab hut - or whare [e-acute], as it is generally called in New Zealand - of a rather better appearance than ordinary, from the iron chimney of which issued the smoke which the travellers had seen. Farther back from the road were yards and a larger building evidently used as a wool-shed.",
yards,1926,Tutira,GUTHRIE-SMITH,153,,"Instead, therefore, of collecting the sheep from every part of the run and counting them in the yards, we took delivery `off the books' - that is, we accepted the flock on the previous shearing and lambing tally.",
yards,"Dec 30, 1933","Press, The",,13,,"yards. For sheep, usually in the plural, for stock, usually singular, probably because the oldest s.ys. only had one pen.",Acland Glossary
yards,1937,Thomas,AYSON,86,,"They got a good muster of cattle, took them to the yards, put them through, kept those that were to be tamed in the paddock, and let the rest out in a mob, each to find its way to its own beat.",
yarn,"Jul 23, 1862",Chudleigh Diary,,49,1950,We had a long yarn on things in general. <i>Ibid.</i> Dec 2. 155 We always have great yarns when we get together.,
yarn,1938,Nor the Years Condemn,HYDE,165,,".. if you can get some of the older Maoris yarning, you might hear a few ghost stories connected with that tree.",
yarn,1943,English as it is spoken in NZ,BENNETT,91,,"A yarn is simply a talk or a chat, not a sailor's story not even a tall story.",
yarn,"Apr 4, 1952",Listener (New Zealand Listener),,7,,... you never speak with a man; you have a `yarn' to him.,
yarn,1965,Among the Cinders,SHADBOLT,108,,`He'd be delighted to have a quick little yarn with you. He'd be awfully sorry to miss you.',
yarn,1965,Among the Cinders,SHADBOLT,77,,".. Just so long as I have a yarn with Nick.' `That's all you want, Dad? A yarn with Nick?'",
yarn,"Jun 14, 1876",Journal,PEACHE,,,I enjoyed my trip to town and it certainly is jolly to have a yarn with friends after being `up country' for some time.,Peache Jnl in 1970 Gray Quiet with the Hills 46
yarn,"Feb 13, 1841",New Zealand Gazette & Wellington Spectator,,3,,"Since my yarn last week, we have had an arrival from the ""land of promise"" (don't say a word about ""performance,"" or else our Emigrants won't leave us).",
yarn,"Jun 8, 1898",Auckland  Star,,3,,"'Rock her!' she cried, ""and darn the socks/With yarn, while you are yarning!'",
yarn,1873,Wonderland of the Antipodes,TINNE,31,,"The korero might have been indefinitely prolonged, for, like all colonials, they [Maoris] are much given to `yarning' ...",
yarn,1925,Allen Adair,MANDER,137,1971,"They had a comfortable evening, smoking and yarning about impersonal matters.",
yarn,1964,Collected Stories,SARGESON,304,,yarn: pass the time in amicable chat.,Pearson Glossary
yarn,1965,Among the Cinders,SHADBOLT,102,,She liked yarning with me. There weren't too many people she could yarn with any more. ... there wasn't much profit in talking to a lonely old lady for hours.,
yarr,1926,Weeds of New Zealand,HILGENDORF & CALDER,80,1967,"SPURREY (<i> Spergula arvensis</i>) is frequently called yarr, and in Marlborough, devil weed. It is found as a serious weed on [cold, sour] cultivated land in both islands,...",
yarr,1969,Standard Common Names for Weeds,,88,,<i> yarr [=] spurrey [s] </i>,
YB,"Oct 9, 2004",Listener (New Zealand Listener),,20,,"This scheme, or a version of it, will almost certainly happen, because finally the YBs are running out of steam.",
YC,"Apr 10, 1950",Southern Cross (Wgton),,1,,"The new arrangement will boost the YCs tothe status of full alternatives to theYAs, with the same coverage.",
YC,1976,"Fifth Season, The",GANT,38,,All I ever get from the YC's are goddamn cricket commentaries.,
YC station,1966,"Encyclopaedia of New Zealand, An",McLINTOCK,II/610,,For the serious listener the YC stations provide a wealth of good music in which all schools of composition are well represented.,
Ydub,"Apr 8, 2004",Wellington Contact,,2,,The YWCA is running its Ydub holdiay programme and self-defence course for young women during the April school holidays... The YWCA is also running a free Ydub self-defence day for 12-18 year-old girls...,
"yeah, right","Jun 8, 2002",Listener (New Zealand Listener),,14,,"It's appalling how catchy that beer commercial is, but you've got to award a big, fat ""Yeah, Right!"" - especially to number three.",
"yeah, right","Jun 14, 2002",Evening Post,,7,,"[Hdg] It's clear-cut, Labour will rule alone - yeah right!",
"yeah, right","Aug 13, 2003",Capital Times,,2,,"Statements like these have made a disgustingly unlovable and offensive phrase one of the catchcries of our times:""Yeah, <i>right.</i>""",
"yeah, right","Jun 27, 2002",Evening Post,,6,,"Once were warriors? Yeah, right.",
"yeah, right","Mar 23, 2002",Listener (New Zealand Listener),,12,,"...we feared a longer playing season would shag out our players.Yeah, right, as they say in the beer ads.",
"yeah, right","Mar 13, 2004",Listener (New Zealand Listener),,21,,"Even Dominion Breweries got on the bandwagon in January, with a Tui billboard in Wellignton that said: ""I don't mind paying for Auckland's roads ... Yeah right.""",
"yeah, right","Aug 9, 2004",Sunday Star Times,,A2,,"His reassurance would definitely qualify as a ""Yeah, right"" moment.",
"yeah, right","Dec 3, 2002",Dominion Post,,B7,,"Yeah, right, as the beer ad says, see <i>Once Were Warriors</i>.",
"yeah, right","May 18, 2003",Sunday (Sunday Star Times Magazine),,33,,"The programme makers have stressed that while they wanted ""contrast"" they haven't deliberately chosen to swap women whose lives are diametrically opposed ... yeah, right - as the Tui billboards say.",
"yeah, right","May 11, 2002",Listener (New Zealand Listener),,34,,"No, English explains, because they [sc. tax cuts] will be phased in by mid-decade, just as former Reserve Bank governor Brash's last burst of raising intrerest rates should be tapering off. Yeah, right.",
"yeah, right","May 22, 2003",Contact (Wgtn),,2,,"""I'm waiting for the day when we have big billboards like the Tui ads which say 'It won't happen to me. Yeah right'.""",
"yeah, right","Jul 18, 2002",Dominion Post,,B6,,"Labour will protect us from GE. Yeah, right.",
"yeah, right","Dec 28, 2002",Listener (New Zealand Listener),,74,,"Maybe it's no surprise that we were obsessed by death.. and near-death... And longed to escape - <i>Frontier House,</i> - to simpler, kinder (yeah, right) times.",
"yeah, right","Dec 28, 2003",Sunday Star Times,,B9,,The new AB coaches will be objective Cantabrians. (As the beer slogan would say - yeah right!!).,
"yeah, right","May 18, 2002",Listener (New Zealand Listener),,35,,"Her answer:""Yeah, <i>right</i>. I'm not a peep show. I'm a professional.",
"yeah, right","Jul 28, 2002",Sunday Star Times,,A10,,"The corporates are giving us genetically modified food. No problem, right? Yeah, right.",
"yeah, right","Jul 4, 2004",Sunday Star Times,,C8,,"Can raise revenue through taxation ... yeah, right. Controls oil reserves ... yeah, right. Commands an effective army and police force ... yeah, right. Controls that other, large army camped on its doorstep ... yeah, right. Makes laws that govern those foreign troops and contractors ... yeah, right.",
"yeah, right","Dec 1, 2003",Dominion Post,,B6,,"I would love to see a Tui billboard, 'He said it would be okay without a condom ... Yeah, right'.",
yeah-na syndrome,"May 11, 2005",Capital Times,,11,,".. we're polite, don't like to commit - the yeah-na syndrome, just like to fit in.",
yearling,1966,"English Language in Aust. & NZ, The",TURNER,150,,"When the calves are no longer fed ... they are called weaners till the next batch come along, then yearlings, springers, heifers when they first calve at two years ...",
yearling sales,1980,More from Moaville,HILL,9,,It's just that 1pm the third Tuesday of the month usually marks the start of the yearling sales down at the Moaville Saleyards.,
yearly man,1996,Land of the Mountain and the Flood,CHANDLER,11,,"Changed hill-farming practices have also reduced labour requirements, so that the 'yearly man' is now to be found on any of the stations.",
yearly man,1996,Land of the Mountain and the Flood,,55,,Employees included .. shepherd (yearly man),
yeast pikelet,1917,Economic Technical Cookery Book,MILLER,264,,YEAST PIKELETS or MUFFINS Flour ... 1 Egg ... Salt ... lukewarm water ... Yeast ... let it stand all night to rise ...,
yeast plant,1926,Standard Common Names for Weeds,HILGENDORF,139,1967,"STINK WEED ([<i> Navarettia] squarrosa</i>), [formerly named <i> Gilis squarrosa</i>] and called Californian stink weed, digger's weed and yeast plant, occurs chiefly [in river beds] on dry pastures and cultivated fields in Marlborough and Otago, where it sometimes becomes dominant over all other herbage. 0",
yellow admiral,"Sep 19, 2010",Sunday (Sunday Star Times Magazine),,31,,"New Zealand butterflies and moths are likewise graced with pretty names. There's the Red Admiral (above), known in Maori as the Kahukura or ""red cloak""; and the Yellow Admiral, aka the Kahukowhai or ""yellow cloak.""",
yellow admiral,"Dec 1, 2009",Internet - see Notes,,00,,"This yellow admiral butterfly (Vanessa itea) is feeding on nectar. Specimens were first collected in 1769-70, when Captain James Cook circumnavigated New Zealand in the Endeavour. These butterflies are strong fliers, and are found throughout most of the country, including Stewart Island. They also occur in Australia, and it is thought that they make regular crossings of the Tasman Sea.",http://www.teara.govt.nz/en/butterflies-and-moths/2/1
yellow admiral,2009,Internet - see Notes,,,,"Yellow Admiral (Bassaris itea) - $3.00 The Yellow Admiral is found throughout New Zealand. It prefers open country, wastelands and gardens where stinging nettle - this species' first choice of food plant - has become established. The Yellow Admiral is often seen flying with the slightly larger Red Admiral. With a wingspan of 48-55mm, the Yellow Admiral is a strong flier.",http://stamps.nzpost.co.nz/Cultures/en-NZ/Stamps/StampsHistoricalIssues/1991/Butterfly+Definitives.htm
yellow birch,1885,TrNZI,,17/203,,"[In Oxford Forest] I learned that the tree [<i>N. solandri</i>, entire-leaved beech] was termed `red birch', `brown birch' `white birch', `black birch' and `yellow birch' at different stages of its growth, but the application of these terms differed greatly ...","(Kirk, NZ Beeches)"
yellow boarfish,"Jul 23, 1986",Codes for Species in NZ Waters,,,,[species name] yellow boarfish .. [scientific name] <i>Pentaceros decacanthus </i>.. [other name(s)] big spined boarfish,
yellow boarfish,1986,NZ Fishes: An Identification Guide,PAUL,100,,<i>Yellow boarfish Pentaceros decacanthus</i> Also occurs around southern Australia ...,
yellow boarfish,1982,Collins Guide,AYLING,235,1894,<i>YELLOW BOARFISH</i> (Big-spined boarfish) <i>Pentaceros decanthus (Pentaceros japonicus) </i>,
yellow card,May 2003,NZ Geographic,,No. 63/66,,"Then there is what [Speaker of the House] Hunt calls ""a yellow card"" - ordering an MP out [of the debating chamber] for a period of time, usually the duration of the debate in progress.",
yellow cod,1982,Collins Guide,AYLING,268,1984,<i>YELLOW WEEVER</i> (Yellow cod)<i> Parapercis gilliesi </i>... Like the blue cod the yellow weever is a temperate water representative of a widespread tropical fish family and although sometimes called the yellow cod it is not related to the true cods (Gadidae) or the morid cods (Moridae). ... Colour varies from cream to yellow ... Like the blue cod it is restricted to New Zealand waters.,
yellow cod,1986,NZ Fishes: An Identification Guide,PAUL,115,,"<i>Yellow cod Parapercis gilliesi</i> Like the blue cod, restricted to New Zealand. Cream to yellow in colour. .",
yellow fever,"Sep 6, 1868",Waikato Journals,LUSH,152,1982,... there again ... the congregation was chiefly women: the male population having been stricken with yellow fever and gone to the diggings.,
yellow fever,1898,Austral English,MORRIS,523,,"Yellow Fever, sc. the gold-fever. [1861 Aust]",
yellow fever,1914,"Diggers' Story, The",PFAFF,149,,"Here ... he used to burn the quicksilver out of the amalgam brought to the bank, and contracted a certain amount of `yellow fever'.",
yellow fever,"Feb 14, 1849","New Zealander, The",,2,,"Although there may be more than the eleven amongst us, it is evident that the yellow fever is exceedingly mild in New Ulster.",
yellow flag,1969,Standard Common Names for Weeds,,89,,<i>yellow flag [s] Iris pseudacorus</i> L.,
yellow flax,1969,Standard Common Names for Weeds,,89,,<i>yellow flax [s] Linum trigynum</i> L.,
yellow flounder,Jun 1921,NZ Journal of Science & Technology,,IV/122,,"RHOMBOSOLEA MILLARI Waite. <i>Yellow Flounder; Patiki-totara</i>. Found in abundance, Bay of Islands, Hauraki Gulf, and Bay of Plenty. It is not so commonly seen in Wellington as the sand-flounder. ... Distribution: New Zealand coasts (not so abundant southof Napier).",Phillipps Notes on the Edible Fishes
yellow flounder,1925,NZ Journal of Science & Technology,,7/368,,"The Black or River Flounder of New Zealand (<i>Rhombosolea retiaria</>). The river-flounder is one of the common edible fishes of Wellington. Though not so common as either the yellow or sand flounder, it is much in demand as the chief delicacy among all species of flat fish eaten by the New Zealand public.",(Phillipps)
yellow flounder,1927,Bibliography of NZ Fishes,PHILLIPPS,28,1971,<i>Rhombosola leporina</i> Guenther. YELLOW FLOUNDER; PATIKI-TOTARA.,
yellow flounder,1936,"Handbook for New Zealand, The",,72,,<i>R. leporina</i>: Yellow flounder or yellow belly.,
yellow flounder,1938,TrRSNZ,GRAHAM,68/407,,<i>Rhombosolea leporina</i> Guenther. Yellow floundr (yellowbelly).,
yellow flounder,1957,Dictionary of the Maori Language,WILLIAMS,271,,"<i>patiki totara ... Rhombosolea leporina, yellow flounder. </i>",
yellow flounder,1970,Nomenclature of NZ Fish,SORENSON,24,,"FLOUNDER (four species) (a) Scientific name: (i) <i>Rhombosolea plebeia (ii) Rhombosolea retiaria (iii) Rhombosolea tapirina (iv) Rhombosolea leporina</i>. (b) Suggested commercial name[s]: (i) Flounder (ii) Freshwater Flounder (iii) Flounder (iv) Yellowbelly Flounder. (c) Other common names: (i) Square, Dab, Plaice, Diamond or Diamond-back, Tin-plate, Three Corners. (ii) Blacks, Black Flounder (iii) Greenback [25 `Not common but occasionally taken in southern waters.'] (iv) Yellow Flounder.",
yellow flounder,1987,Fishes: A Bibliography,PAUL et al.,,,"[index to common names 283-293] flounder, yellow 2280-3",
yellow headed penguin,1899,TrNZI,,21/379,,"Here [at Stewart Island] I noticed the yellow-headed penguin (<i>Eudyptes antipodum</i>), so seldom seen by collectors.",
yellow jacket,1874,Colonial Experiences,BATHGATE,155,,"Many liberated convicts found their way birth during the great rush from Australia in 1862. Those `expirees' are seldom found here in such good positions as is frequently the case in some of the Australian Colonies. I have only heard of one or two men of substance in New Zealand of whom rumour said that they, or their not by any means remote ancestors, had worn the `yellow jacket'. I have in my sojourn in the colony met with a few who were admittedly `old hands', as the phrase is.",
yellow kowhai,1862,Distant Homes,AYLMER,73,,A pretty yellow flower called Parrot's-bill.,
yellow kowhai,"Jan 14, 1858",Notes of a Journey,SMITH,,,[?merely aj here] ... between the two is a pretty grove of yellow kowai ...,1858 Jan 14 Smith Notes of a Journey in 1959 Taylor Early Travellers 361
yellow kowhai,1883,Ranolf and Amohia,DOMETT,1/302,,Kowhai (yellow) or Locust tree ..... <i>O.</i> Leguminosae; <i>G</i>. Sophora; <i>S.</i> S. tetraptera. An acacia-like tree with abundant yellow pendent flowers.,
