Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
yellow-wood,1883,Handbook of New Zealand,HECTOR,128,,"<i> Olearia avicennicefolia</i>, Hook. Mingimingi, Yellow-wood.--An ornamental shrub-tree; shrub-tree; flowers numerous; trunk 2 feet in diameter. Occurs in South Island.",
yellow-wood,"Dec 30, 1862",Otago Daily Times,,5,,"From Mr Hill, of Rattray-street, they received four beautiful pieces of polished kauri, some yellow wood brooches and a large and hadsome [sic] inlaid table, made by him from New Zealand woods of different kinds.",
yellow-wood,1868,Contributions to NZ Botany,LINDSAY,72,,"[<i> Coprosma linariifolia</i>, Hook f.,] The `Mikimik' or `Yellow Wood' of the Otago settler. A tall shrub, ... [the wood, like that of C. lucida, is yellowish]",
yellow-wood,1889,Forest Flora,KIRK,,,(And) <i> Coprosma linariifolia</i> yellow-wood,
yellow-wood,1890,PWD Catalogue of Timbers,,15,,"Yellow-wood .. Coprosma linariifolia .. Wood of a deep yellow colour, close and straight grained; ...",
yellow-wood,1894,NZ Official Yearbook,,336,,"70. Yellow-wood (<i> Coprosma linariifolia</i>), Hooker f.",T. Kirk: Timbers of Small Dimensions
yellow-wood,1896,Catalogues of the Indigenous...,DUNEDIN FIELD CLUB,,,<i> Coprosma linarifolia</i> yellow wood,
yellow-wood,1915,AJHR,COCKAYNE,C-6,,(And) <i> Coprosma linarifolia </i> yellow-wood,Notes on the Plant Covering of Kennedy's Bush ... Canterbury
yellow-wood,1918,NZ Journal of Science & Technology,,1/143,,"<i> Coprosma Cunninghamii</i> Hook. f. .. Mingimingi, yellow-wood.",
yellow-wood,1918,NZ Journal of Science & Technology,,1/265,,"... <i> C[oprosma] linariifolia </i>(the mikimiki, or yellow-wood), which, although rare in Wellington, is commoner in the South Island, where it attains a good size and is remarkable for the yellow colour of the wood.",
yellow-wood,1982,Field Guide to Common NZ Trees & Shrubs,,29,,YELLOW WOOD/ <i> Coprosma linariifolia/</i>,
yellow-wood,1909,AJHR,,C-11,,Coprosma lucida</i> yellow wood,Turner : Botanical Examination of the Higher Waimarino District
yellowbanded hussar,1987,Fishes: A Bibliography,PAUL et al.,,,[index to common names 283-293] yellowbanded hussar 1454,
yellowbanded perch,1982,Collins Guide,AYLING,205,1984,<i>YELLOWBANDED PERCH Acanthistius cinctus </i>... It has a contrasting colour pattern of a series of pale yellow and dark green-black stripes that makes it impossible to confuse this species with any other serranid.,
yellowbelly flounder,1906,TrNZI,,38/551,,"<i>Rhombosolea flesoides</i>, Gunther. Yellow-belly, not so common as the [common flounder].","(Thomson, Otago)"
yellowbelly flounder,1911,Records of the Canterbury Museum,WAITE,1/197,,"Yellow-belly <i>Rhombosolea Flesoides, Rhombosolea Leporina, Rhombosolea Millari. </i>",
yellowbelly flounder,1913,TrNZI,,45/232,,<i>Rhombosolea millari</i> Waite. (<i>Rhombosolea flesoides</i> Hutton.) The yellow-belly is the commonest flounder in the shallow lagoons and estuaries along the coast.,"(Thomson, Otago)"
yellowbelly flounder,1927,Natural History of Canterbury,SPEIGHT,201,,"The four species of Rhombosolea are distinguished by form and colour. The best known is the Sand flounder, or simply Flounder, (<i>R. plebeia</i>) (Plate II. fig. 2) wider across than the other, while the Greenback (<i>R. tapirina</i>) with white undersurface, the Yellowbelly (<i>R. leporina</i>) and the Black flounder (<i>R. retiaria</i>) have their distinguishing colours recorded in their common names.",1927 Archey `Native Fishes of Canterbury' in Speight et al. Natural History of Canterbury 201
yellowbelly flounder,1956,NZ Fishes: An Identification Guide,GRAHAM,405,,Yellowbelly Flounder <i>Rhombosolea millari</i> Waite,1955 Whitley Namelist in 1956 Graham NZ Fishes 405
yellowbelly flounder,1966,"Encyclopaedia of New Zealand, An",McLINTOCK,3/705-12,,"Yellowbelly Flounder - patiki-totara, <i>Rhombosolea leporina</i>",
yellowbelly flounder,1966,Sea Anglers' Guide,DOOGUE & MORELAND,32,,YELLOWBELLY FLOUNDER ... <i>Other names: Rhombosolea leporina</i>; patiki-totara(Maori).,
yellowbelly flounder,1967,Marine Fishes,MORELAND,32,,YELLOWBELLY FLOUNDER [<i>Rhombosolea leporina</i>],
yellowbelly flounder,1970,Nomenclature of NZ Fish,SORENSON,24,,"FLOUNDER (four species) (a) Scientific name:<i> (i) Rhombosolea plebeia (ii) Rhombosolea retiaria (iii) Rhombosolea tapirina (iv) Rhombosolea leporina.</i> (b) Suggested commercial name[s]: (i) Flounder (ii) Freshwater Flounder (iii) Flounder (iv) Yellowbelly Flounder. (c) Other common names: (i) Square, Dab, Plaice, Diamond or Diamond-back, Tin-plate, Three Corners. (ii) Blacks, Black Flounder (iii) Greenback [25 `Not common but occasionally taken in southern waters.'] (iv) Yellow Flounder.",
yellowbelly flounder,1981,Fisherman's Bible,WILSON,72,,"FLOUNDER YELLOWBELLY The prince of flatfish, gastronomically. More oval than the Sand Flounder and with distinguishable darker spots on his pale, green back the Yellowbelly has, as the name implies, a yellowish tinge to his mainly-white belly. <i>Ibid.</i> 290 YELLOWBELLY FLOUNDER <i>see Flatfish </i>",
yellowbelly flounder,1982,Two Hundred Years of NZ Food & Cookery,BURTON,73,,"These much sought-after but relatively rare flatfish [flounder and sole] are generally found on sandy bottoms of shallow inshore areas. There are eight commercial species in New Zealand : the sand flounder, yellowbelly flounder, greenback flounder, black flounder, lemon sole, common sole, brill and turbot.",
yellowbelly flounder,"Jul 23, 1986",Codes for Species in NZ Waters,,,,"[species name] yellow-belly flounder .. [scientific name] <i>Rhombosolea leporina</i> .. [other name(s)] flounder, socker",
yellowbelly flounder,1986,NZ Fishes: An Identification Guide,PAUL,142,,<i>Yellowbelly flounder Rhombosolea leporina </i>... Sometimes simply called flounder. Restricted to New Zealand.,
yellowbelly flounder,1936,"Handbook for New Zealand, The",,72,,<i>R. leporina</i>: Yellow flounder or yellow belly.,
yellowbelly flounder,1981,Fisherman's Bible,WILSON,71,,"The Yellowbelly is considered the tastiest of the flounders, among Northern Maoris especially.",
yellowbelly flounder,1886,Handbook Fishes of NZ,SHERRIN,304,,<i>Rhombosolea leporina</i> Gunther Yellow-belly,
yellowbelly flounder,1982,Collins Guide,AYLING,308,1984,YELLOW-BELLY FLOUNDER (Patiki-totara) <i>Rhombosolea leporina </i>,
yellowbelly flounder,"Dec 8, 1982",Evening Post,,37,,"The third most common flatfish in our shops is the yellow- belly flounder, which has a dark green back and (surprise, surprise) a yellowish belly.",
yellowbelly flounder,1987,Fishes: A Bibliography,PAUL et al.,,,"[index to common names 283-293] flounder, yellowbelly 2279-83, 2310",
yellowfin,1970,Nomenclature of NZ Fish,SORENSON,49,,TUNA (3 species excluding Albacore) (a) Scientific name: (i) <i> Katsuwonus pelamis</i> (ii) <i> Thunnus maccoyi</i> (iii) <i> Thunnus albacares</i>. (b) Suggested commercial name[s]: (i) Skipjack Tuna (ii) Southern Bluefin Tuna (iii) Yellowfin Tuna. (c) Other common names: (i) Skipjack; Striped Bonito (ii) Bluefin Tuna; Southern Bluefin; Southern Tuna (iii) Yellowfin All sometimes referred to as Tunny. (d) Principal localities where taken: (i) A summer visitor to New Zealand ... (ii) Southern Bluefin Tuna is a large species of temperate Australasian seas and migrates south to Foveaux Strait in summer months. (iii) A widely distributed tropical species which ranges into northern waters ... in summer months.,
yellowfin(ned) tuna,"Dec 8, 2004",Northern Courier,,30,,"""The water was amazingly clear with other types of fish like Yellow Fin Tuna ...""",
yellowfin(ned) tuna,1956,NZ Fishes: An Identification Guide,GRAHAM,409,,Yellowfin Tuna <i>Neothunnus macropterus</i> (Temminck and Schlegel),1955 Whitley Namelist in 1956 Graham NZ Fishes 409
yellowfin(ned) tuna,1966,Sea Anglers' Fishes of NZ,DOOGUE & MORELAND,270,,YELLOWFIN TUNA or ALBACORE ... <i>Other names: Neothunnus macropterus;</i> yellowfin tunny or albacore.,
yellowfin(ned) tuna,1967,Marine Fishes,MORELAND,50,,YELLOWFIN TUNA [<i>Thunnus albacares</i>] ... Yellowfin tunny and albacore are other names.,
yellowfin(ned) tuna,1966,"Encyclopaedia of New Zealand, An",McLINTOCK,3/705-712,,"<i>Tuna, yellow-finned .. .. Neothunnus macropterus .. .. </i>",
yellowfin(ned) tuna,1970,Nomenclature of NZ Fish,SORENSON,49,,"<i>TUNA</i> (3 species excluding Albacore) (a) Scientific name: (i) <i>Katsuwonus pelamis</i> (ii) <i>Thunnus maccoyi</i> (iii)<i> Thunnus albacares.</i> (b) Suggested commercial name[s]: (i) Skipjack Tuna (ii) Southern Bluefin Tuna (iii) Yellowfin Tuna. (c) Other common names: (i) Skipjack; Striped Bonito (ii) Bluefin Tuna; Southern Bluefin; Southern Tuna (iii) Yellowfin All sometimes referred to as Tunny. (d) Principal localities where taken: (i) A summer visitor to New Zealand ... (ii) Southern Bluefin Tuna is a large species of temperate Australasian seas and migrates south to Foveaux Strait in summer months. (iii) A widely distributed tropical species which ranges into northern waters ... in summer months. -->1981 Wilson Fisherman's Bible 266 TUNAS ... Tuna were generally known as `tunny' until the discovery of a potentially big export market to America, where tuna is rated a luxury fish. The name as then changed to conform with that used in America. Since then Southern Bluefin tuna, Yellowfin tuna and Striped, or Skipjack, tuna have been developed into important export fishes. In New Zealand the Albacore has become an important commercial fish.",
yellowfin(ned) tuna,1981,Fisherman's Bible,WILSON,269,,"YELLOWFIN TUNA <i>Neothunnus macropterus</i>: A magnificent fighting fish with sweeping, sickle-like pectoral fin. The name `Yellowfin' is misleading, for the Bluefin tunas also have yellow fins or finlets.",
yellowfin(ned) tuna,1982,Collins Guide,AYLING,291,1984,"<i>YELLOWFIN TUNA Thunnus albacares </i>... A distinctive species, the yellowfin has a long pectoral fin, and very long scythe-like second dorsal and anal fins that, along with the small finlets, are bright yellow.",
yellowfin(ned) tuna,1986,NZ Fishes: An Identification Guide,PAUL,129,,<i>Yellowfin tuna Thunnus albacares</i> Widespread in tropical and subtropical seas.,
yellowfin(ned) tuna,"Jul 23, 1986",Codes for Species in NZ Waters,,,,[species name] yellowfin tuna .. [scientific name] <i>Thunnus albacares</i> .. [other name(s)],
yellowfin(ned) tuna,1987,Fishes: A Bibliography,PAUL et al.,,,"[index to common names 283-293] tuna or tunny, yellowfin(ned) 2069-71, 2095-7",
yellowfoot,Jul 1998,NZ Geographic,,No. 39/75,,"It is said that Maori traditionally would not take yellowfoots, believing them to be female blackfoots, hence their being named queen paua by Europeans.",
yellowhead,Jul 2005,Conservation Action,,24,,Operation Ark has swung into action to protect mohua/yellowheads from surging rat numbers in the Catlins.,
yellowhead,"Jan 10, 2001",Evening Post,,15,,"Species being considered for reintroduction were kiwi, saddlebacks (tieke), yellowheads (mohua) and weka.",
yellowhead,"Dec 9, 2000",Listener (New Zealand Listener),,47,,"Then, to my disbelief, another eight yellowheads appeared, merrily jiggling their leafy furniture.",
yellowhead,"Dec 3, 2011",Your Weekend,,30,,"When the cages are opened the yellowheads hesitate for a confused second, then fly fast into the bush and disappear from sight.",
yellowhead,"Mar 11, 1924",Otago Witness,,6,,"The least noise brought it, and the bush canary, or yellow-head, chattering around.",
yellowhead,1911,TrNZI,,43/166,,"The saddlebacks were first observed following flights of yellowheads, or native canaries (<i> Clitonyx ocrocephala</i>).",
yellowhead,(5/10/1),Timaru Herald,,2,,"The following is a list of the birds and animals that are to come within the operation of the [Protection of Animals] Act:- Pheasants, quails, hares, partridges, snipe .. yellowhead or native canary, common fantail, fern bird ...",
yellowhead,"Jul 11, 1888",Otago Daily Times,,4,,"The paper gave a good deal of interesting information regarding the habits of the kakapo, bushhawk, kea, New Zealand cuckoos .. yellowhead, bittern, and crested grebe ...",
yellowhead,"Sep 2, 1903",Otago Witness,,55,,"Prohibition under the Animals' Protection Act to take effect in Akaroa and Mount Herbert Counties, Canterbury, has been proclaimed against the killing of bittern, kaka .. yellowhead, swamp crake, and striped rail.",
yellowhead,"Aug 9, 1930",Evening Post,,17,,"The native bush canary, or yellowhead, abounds near Glenhope, and is equally plentiful at Grassy Camp.",
yellowtail,"Nov 5, 1887",Auckland Weekly News,,7,,"One of the most pleasant sights.. was a vast shoal of fish, known as yellow tails (latris lineata) which came along joyfully, so close as to touch each other, their heads slightly projecting above the water, and their mouths wide open, skimming the surface.",
yellowtail,1843,Travels in NZ,DIEFFENBACH,2/209,,"21. <i> Latris lineata</i>. - ... This fish was taken by Cook's crew in Dusky Bay, and named by them `Yellow Tail.' It is very much like the much-prized Trumpeter of Van Diemen's Land.",1842 Gray's Fauna (Richardson's Fish) in 1843Dieffenbach Travels in NZ
yellowtail,"May 17, 2003",Dominion Post,,C7,,Island Aquariums plans to buy yellowtail kingfish - scientifically known as seriola lalandi - as juveniles weighing only a few grams and raise them as a commercial crop.,
yellowtail,"Oct 5, 1849",NZ Journal,,IX : 125,,English Name Native Name .. ... Herring Tawa tawa Yellow tail Haku,quoting Anglo Maori Warder
yellowtail,1872,Fishes,HUTTON,111,,,
yellowtail,1874,Edward Crewe,BAINES,163,,"[?kingfish ?mackerel] Truly ... presently in the bottom of the boat lay Hapuku, Tamuri, Tarakiki [sic], Rock-cod, Yellow tail, young shark, crayfish ...",
yellowtail,1886,Handbook Fishes of NZ,SHERRIN,39,,HAKU (<i> Seriola Lalandii</i>). ... The haku of the Natives is the king-fish of Wellington and the yellow-tail of Australia.,
yellowtail,1889,Kaipara and Waitemata Echo,BARLOW,133,,"The yellow-tail, a sort of sea-bream; a fish called locally the king-fish ... resembling the freshwater tench.",
yellowtail,1892,TrNZI,,24/203,,"1. <i> Cape Maria van Diemen</i>. - Kahawai, snapper, moki, trevally, king-fish, haku or yellowtail, rock-cod <i>Ibid.</i> 14 King-fish, or Haku (<i> Seriola lalandii</i>), sometimes also called Yellow-tail. NUMBER OF FISH RECORDED - 7 LOCALITIES - Cape Maria van Diemen, Bean Rock, Ponui Passage, Portland Island, Manukau Heads.",
yellowtail,1898,Austral English,,523,,"<i> Yellow-tail</i>, ... The name is given in Victoria to the fish <i> Caranx trachurus</i>, Cuv. and Val.; the <i> Horse-Mackerel</i> (q.v.) of England. In New South Wales, it is <i> Trachurus declivis</i>, a slightly different species, also called <i> Scad</i>; but the two fish are perhaps the same. . . . Scraenidae in New Zealand, the word is used for the fish <i> Latris lineata</i>, of the family of Sciaenidae, and is also a name for the <i> King-fish, Seriola lalandii</i>, and for the <i> Trevally</i>.",
yellowtail,1927,Natural History of Canterbury,SPEIGHT,199,,"The only true mackerels recorded from Canterbury are the Pacific Bonito (<i> Sarda chiliensis</i>) and the large-scaled Tunny (<i> Gasterochisma melampus</i>) which may reach a length of 6 feet; but a related family includes the well-known Barracouta (<i> Thyrsites atun</i>), the King Barracouta, <i> Jordanidia solandrii (o</i> ften known locally as Kingfish, but not to be confused with the North Island Kingfish which is a form or Yellowtail) and the elongated, silvery-hued frost fish (<i> Lepidopus caudatus</i>) whose curious stranding habits can hardly yet be said to be satisfactorily explained.",Archey `Native Fishes of Canterbury' in Speight et al. Natural History of Canterbury
yellowtail,1927,Bibliography of NZ Fishes,PHILLIPPS,34,1971,"<i> Seriola Lalandi</i> Cuv. & Val. KINGFISH, YELLOWTAIL; HAKU.",
yellowtail,1926,Angler's Eldorado,GREY,41,,"I saw a huge kingfish, so the boatman called it. ... If he was not a regular old yellowtail, belonging to the family <i> seriola</i>, then I missed my classification, The boatmen call this species kingfish; but kingfish belong to the mackerel family, and there was no mackerel about this fish.",
yellowtail,1936,"Handbook for New Zealand, The",,72,,"<i> Seriola grandis</i> (=S. lalandi of earlier authors): Kingfish (of North Island), yellow-tail.",ANZAAS Conf. Jan. 1937
yellowtail,1938,TrRSNZ,,68/410,,"<i> Regificola grandis</i> (Castlenau). [=<i> Seriola grandis</i>] Yellowtail (Otago), kingfish (Auckland).",Graham Fishes of Otago Harbour
yellowtail,1943,Eighty Years,MANNERING,175,,"The `kingfish' of the northern waters is not the kingfish of the Christchurch market (which is akin to the barracouda), but is known in Australia as the `yellowtail'. His scientific name is Seriola Lalandii and his Maori appellation `haku'.",
yellowtail,1981,Collected Stories,DUGGAN,35,,One of them caught a small yellow-tail and threw it on to the wharf.,
yellowtail,1956,NZ Fishes: An Identification Guide,GRAHAM,238,2ND,"YELLOW TAIL or KINGFISH (AUCKLAND) (HAKU) <i> Regificola grandis</i> (Castelnau) Here we have another instance of a lack of uniformity in the common names of our New Zealand fishes. This fish has always been the Yellowtail of Otago, but in Auckland it is known as Kingfish.",
yellowtail,1957,Sea Anglers' Fishes of NZ,PARROTT,89,,THE YELLOWTAIL <i> Regificola grandis</i> (Castelnau) <i>Ibid.</i> 170 Yellowtail <i> Regificola grandis</i> Kingfish; Yellow-tail Kingfish; Northern Kingfish,
yellowtail,1966,"Encyclopaedia of New Zealand, An",McINTOSH,3/7??,,Yellowtail .. .. haku <i> Seriola grandis </i>,
yellowtail,1966,Sea Anglers' Guide,DOOGUE & MORELAND,234,,YELLOWTAIL or NORTHERN KINGFISH ... <i> Other names: Seriola grandis</i>; yellowtail (Australia); haku (Maori). The general adoption of the term yellowtail for this species would be more appropriate than the sometimes confusing term of kingfish.,
yellowtail,1967,Marine Fishes,MORELAND,50,,YELLOWTAIL or NORTHERN KINGFISH [<i> Seriola grandis</i>] ... The Maori name haku is still in use.,
yellowtail,1967,"Animals of NZ, The",NATUSCH,221,,"Family CARANGIDAE. This family contains ... the yellowtail or kingfish ... and the curious, striped pilot fish ... , which swims in small groups just ahead of sharks.",
yellowtail,1970,Nomenclature of NZ Fish,SORENSEON,31,,"<i> KINGFISH, NORTHERN</i> (a) Scientific name: <i> Seriola grandis</i>. (b) Suggested commercial name[s]: Kingfish; Yellowtail. (c) Other common names: None known. (d) Principal localities where taken: Auckland, Tauranga, Gisborne, Napier. ...Under the general heading of Kingfish ... is generally lumped with the Silver or Southern Kingfish. <i> Rexea solandri [=<i> Jordanidia solandri</i>] to which it is not related. This fish is a well known gamefish of northern waters.",
yellowtail,1981,Fisherman's Bible,WILSON,290,,"YELLOWTAIL The name given overseas, (and in the famous annual Bay of Islands international fishing contest), to our Northern Kingfish (<i> Seriola grandis</i>). Not applied to the Southern Kingfish (<i> Jordanidia solandri</i>) however, who is our sometime Hake of South Island waters. See Kingfish. `Yellowtail' is also a common name given to the Koheru in the north.",
yellowtail,1982,Collins Guide,AYLING,217,1984,"<i> KINGFISH</i> (Yellowtail, kahu) <i> Seriola grandis </i>",
yellowtail,"Jul 23, 1986",Codes for Species in NZ Waters,,,,"[species name] kingfish .. [scientific name] <i> Seriola lalandi .. [other name(s)] yellowtail, yellowtail kingfish, northern kingfish, northern yellowtail, kingi",
yellowtail,1986,NZ Pocket Oxford Dictionary,,894,,"<i> yellow-tail NZ</i> any of several yellowish-green fish, incl. king-fish.",nf. 1982 Collins Concise Eng. Dict.]
yellowtail,1987,Fishes: A Bibliography,PAUL et al.,,,"yellowtail 808, 823, 838, 1348-91, 616",
yellowtail,1872,Edible Fishes,HECTOR,111,,"In Auckland [Trevally] is sometimes called the Yellow Tail, but this name also appears to be used for another species, probably the King Fish.",
yellowtail,1886,Handbook Fishes of NZ,,99,,"In Auckland it is sometimes called the yellow-tail, but this name appears to be also used for the king-fish. The fish known as trevalli in the Dunedin market is a different fish, allied to the warehou",quoting Hector
yellowtail,1898,Austral English,MORRIS,523,,"<i> Yellow-tail,</i> ... The name is given in Victoria to the fish <i> Caranx trachurus</i>, Cuv. and Val.; the <i> Horse-Mackerel </i>(q.v.) of England. In New South Wales, it is <i> Trachurus declivis</i>, a slightly different species, also called <i> Scad</i>; but the two fish are perhaps the same. . . . Scraenidae in New Zealand, the word is used for the fish <i> Latris lineata</i>, of the family of Sciaenidae, and is also a name for the <i> King-fish, Seriola lalandii</i>, and for the <i> Trevally.</i>",
yellowtail,1958,Whitcombe's Modern Junior Dictionary (8th edn),,449,8th,"yellow-tail A name used for various Australian fishes, and in New Zealand for `trevalli' and `king-fish'.",
yellowtail,1872,Edible Fishes,HECTOR,115,,"75. RED COD. ... Also called the Yellow Tail and the Haddock, (<i> Lotella bacchus</i>) is a well known fish on some parts of the coast, being the species that is cured and sold as Findon Haddock at Port Chalmers.",
yellowtail,1886,Handbook Fishes of NZ,SHERRIN,16,,"RED COD (<i> Lotella Bacchus</i>). ... Red-cod (also called the yellow-tail and the haddock) is a well-known fish on some parts of the coast, being the species that is cured and sold as the Findon haddock. It is a handsome fish, with a brilliant play of metallic colours when alive.",
yellowtail,1957,Sea Anglers' Fishes of NZ,PARROTT,169,,Red Cod Physiculus bachus [check sic] Yellow-tail; Haddock,
yellowtail,1847,Voyage of Discovery to North Pacific Ocean,ROSS,2/117,,"The more delicious [fish at Kawa Kawa] were the John Doree (Zeus Australis) and the red mullet; the largest, a kind of mackarel called yellow tail, and sometimes cavallo, thoughcoarse, was found to be very good eating.",1841 in 1847 Ross Voyage of Discovery
yellowtail,1957,Sea Anglers' Fishes of NZ,PARROTT,88,,"The Herring Scad also occurs in Australia, where it is known as the `Yellow-tail', and is reported to grow to a length of about 13 inches. ... In New Zealand the name `Yellow-tail', refers to adifferent fish the Yellow Tail Kingfish <i> Regificola grandis </i> which should not be confused with the present species. <i>Ibid.</i> 169 Herring Scad <i> Trachurus declivis</i> Scad; Yellow-tail",
yellowtail,1967,Marine Fishes,MORELAND,48,,HORSE MACKEREL [<i> Trachurus declivis</i>] ... Mackerel and yellowtail are alternative names.,
yellowtail,1981,Fisherman's Bible,WILSON,162,,"MACKEREL ... The common Mackerel is also known as the English Mackerel, Frigate Mackerel or Southern Mackerel. The Horse Mackerel is also known as the Yellowtail. The Koheru isalso sometimes known as Yellowtail and is often misnamed Horse Mackerel and Scad.",
yellowtail,"Jul 23, 1986",Codes for Species in NZ Waters,,,,[species name] yellowtail .. [scientific name] -- [other name(s)] this usually refers to kingfish [Seriola lalandi] but jack mackerel [Trachurus novaezelandiae] are sometimes called this,
yellowtail,Jun 1921,NZ Journal of Science & Technology,,IV/117,,DECAPTERUS KOHERU (Hector). <i> Yellowtail; Koheru</i>. Common around North Auckland Peninsula during the early summer months ... Distribution: North Island and northern coast of South Island.,Phillipps Notes on the Edible Fishes
yellowtail,1981,Fisherman's Bible,WILSON,140,,KOHERU Commonly-caught inhabitant of our northern coastal waters who is also known as Yellowtail or Horse Mackerel. <i>Ibid.</i> 141 YELLOWTAIL ... And while [The Koheru] is a Yellowtail he is not the Yellowtail of northern waters who is the true Kingfish.,
yellowtail kingfish,"Jul 23, 1986",Codes for Species in NZ Waters,,,,"[species name] kingfish .. [scientific name] <i>Seriola lalandi</i> .. [other name(s)] yellowtail, yellowtail kingfish, northern kingfish, northern yellowtail, kingi",
yellowtail kingfish,1986,NZ Fishes: An Identification Guide,PAUL,88,,"<i>Yellowtail kingfish Seriola lalandi </i>... The world-wide distribution and naming of yellowtails is not completely clear, ... The name yellowtail is widely used internationally, and southern yellowtail is recommended for the New Zealand fish. However the name kingfish is well established and unlikely to be discarded, although it is potentially confusing, being also applied to a number of related and unrelated species in different countries. Yellowtail kingfish is perhaps a reasonable compromise.",
yellowtail kingfish,1957,Sea Anglers' Fishes of NZ,PARROTT,170,,Yellowtail Regificola grandis Kingfish; Yellow-tail Kingfish; Northern Kingfish,
yellowtail kingfish,1981,Fisherman's Bible,WILSON,141,,KINGFISH Known as Yellowtail Kingfish and Northern Kingfish this fine-eating fellow is a well-known and popular game fish in northern New Zealand waters. ...,
yellowtail kingfish,1981,Fisherman's Bible,WILSON,141,,KINGFISH Known as Yellowtail Kingfish and Northern Kingfish this fine-eating fellow is a well-known and popular game fish in northern New Zealand waters. ...,
yellowtail kingfish,1986,NZ Fishes: An Identification Guide,PAUL,88,,"<i> Yellowtail kingfish Seriola lalandi</i> ... The world-wide distribution and naming of yellowtails is not completely clear, ... The name yellowtail is widely used internationally, and southern yellowtail is recommended for the New Zealand fish. However the name kingfish is well established and unlikely to be discarded, although it is potentially confusing, being also applied to a number of related and unrelated species in different countries. Yellowtail kingfish is perhaps a reasonable compromise.",
yense,"Jan 8, 2000",Listener (New Zealand Listener),,61,,"There is an occasional word that is based on a known model - ""yense"" for yes, for example",
yep,Jan 2004,NZ Geographic,,No. 67/82,,"...this spring, I once again travelled between the southern Catlins and Moeraki, watching yellow-eyed penguins - or yeps as they are acronymically called - at every opportunity... ""Yellow-eyeds are contagious,"" Nancy Gee, a retired nurse and wildlife ranger told me in Curio Bay. [94] ""Yeps are remarkably resilient creatures,"" the trust's project officer, David Blair, tells me as we walk under the volcanic pyramids of Okia Reserve checking mustelid traps... The sponsorhip, though continuing, has been substantially reduced, and the trustees find themselves once again hawking the yep's cause.",
YES,Feb 2005,North & South,,64,,"The CellTrac-r, a hand held black box that lights up when a cell phone is used within 30 metres, was the work of StopCom, a company set up last year under the Young Enterprise Scheme (YES) by senior students at St Thomas of Canterbury College.",
"yes, buttery","Oct 9, 2004",Listener (New Zealand Listener),,20,,"So it was miserably predictable that when Cullen unveiled his latest proposal - a deeply inoffensive workplace-based voluntary savings scheme - the yes, buttery was instantaneous.",
yew,"Feb 21, 1851",NZ Government Gazette,,34,,"[?native] ... several veronicas of great beauty, wild thyme, dwarf yew, Alpine rose (<i> consanthenum</i>), white violet, a ribes, several heaths, gentianella, harebell, a lily, and several varieties of ranunculus.",Jan Weld Letter in 1851 Feb 21
yew,1969,Standard Common Names for Weeds,,89,,<i> yew [s] Taxus baccata </i> L.,
yew,1883,Ranolf and Amohia,DOMETT,1/157,,"Made .../ Fast to a single lightsome yew,/ One lone <i> totara-tree [a1-acute]</i> that grew/ Beneath the hillside rising high .../",
yield,1974,NZ Agriculture,,71,,"He [wool buyer] takes into account the assessed `yield' which he can expect from each type. (Yield is the amount of wool fibre left after the wool has been washed, and the foreign matter, grease, `suint' (sweat), dust, and vegetable matter have been removed.) The yield is expressed as a percentage of the whole `parcel' of wool.",
yield,1985,Woolscours of NZ,,10,,Yield percentage of wool remaining after grease and extraneous matter has been removed byscouring.,
yips,"Jul 31, 2004",Listener (New Zealand Listener),,54,,"...when he entered first-class cricket he developed what golfers call ""the yips"".",
yips,"Aug 18, 2002",Sunday Star Times,,B2,,Both Canterbury hookers had fallen victim to a severe case of the yips by the end of a distressing night.,
yips,"Jan 25, 2002",Evening Post,,18,,He never set the world alight and one afternoon when he had the bowling yips his team-mates referred to his deliveries as pies.,
yips,"Dec 5, 1998",Listener (New Zealand Listener),,18,,"Some golfers, when finding themselves mysteriously off-form, refer to ""having the yips"". Jenny Shipley is probably solely responsible for the success of the recent World Cup of Golf, because all the available yips seem to have gravitated to her, leaving none to bother the players.",
yips,"Nov 13, 2003",Dominion Post,,D12,,"The Wallabies share New Zealand's passion for attacking rugby and winning games by scoring tries, but they have developed a serious case of the yips at the World Cup.",
yips,"Oct 15, 2000",Sunday Star Times,,B5,,A case of the kicking yips hasn't helped Brown's cause.,
YL,Mar 1986,NZ Journal of Agriculture,,20,,".. a lot of YLs have to be rendered down .. the dear old YLs have gone down less than one per cent, while YMs have improved by 1.33%.",
YM,Mar 1986,NZ Journal of Agriculture,,20,,".. the dear old YLs have gone down less than one percent, while YMs have improved by 1.33%.",
YM,Mar 1986,NZ Journal of Agriculture,,21,,"Now, with the new schedule prices, we have to be wary of falling into the fatter PX grade where an 18kg PX lamb now has the same value as a 14 kg YM lamb.",
yo-yo,2001,Dogside Story,Grace,241,,"...afghans, shortbread, peanut brownies, coconut clusters, yoyos, and chocolate slice which went six to a tray.",
yo-yo summer,"Apr 21, 2004",Dominion Post,,A4,,"After its infamous 'yoyo' summer, Wellington has basked in balmy autumn weather this week...",
yo-yo summer,"Feb 16, 2004",Radio NZ / National Radio,,,,We've been told we're having a yo-yo summer.,Linda Clark on Nine to Noon
