Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
Old Bucky,,noun,,,[none],,,[none],,[none],,,the Christchurch earthquakes personified
old cardigan brigade,,phrase,,,[none],,,[none],,[none],,,
old chum,,noun,,"[AND old 2. obs 1832-1915a person with colonial experience; =OLD HAND (never as common as OLD HAND; possibly a new formation on NEW CHUM: cf NEW HAND) -->1863 Butler First Year ch iv 55 I was anxious to become an old chum, as colonial dialect calls asettler - thereby proving my new chumship most satisfactorily.",[none],,,[none],,[none],,,Morris 1846 `not in common use'; AC 1846
old chum,,adjective,,,[none],,,[none],,[none],,,
old chum,,noun,1,an early settler.,[none],,,Rural,Farm Words,[none],,,
Old Country,,noun,,Britain,[none],,,[none],,[none],,,
Old Country,,noun,,"[AND 1834] constr THE: Britain; one's MOTHER COUNTRY (cf. Home, (the) Old Dart, Old Land -->(Never as frequent as HOME: tends to be have been used by immigrants)",[none],,,[none],,[none],,,(obsolescent)
old crop,,noun,,,[none],,,[none],,[none],,,
Old Dart,,noun,,Britain,[none],,,[none],,[none],,,(obsolesc) ca1984 Aug 23 Havelock Pelorus Hotel used by [ ... ] and discussed.
old dig,,noun,,old soldier,[none],,,[none],,[none],dig,,
old enough to smoke,,phrase,,,,,,[none],,[none],,,
old family,,noun,,,[none],,,[none],,[none],,,
old finger,,noun,,"old man, father.",[none],,,[none],,[none],,,
old girl,,noun,1,a ewe.,[none],,,Rural,Farm Words,[none],,,
old ground,,noun,,,[none],,,[none],,[none],,,
old gum,,noun,,,[none],,,[none],,[none],,,
old hand,,noun,,,[none],,,[none],,[none],,,
old hat,,noun,,a form of shore erosion,[none],,,[none],,[none],,,`Old Hat' type of shore erosion was first described by Prof J.A. Bartrum A.U.C. in a paper read before Auckland Institute and Museum 20/10/1915
old identity,,noun,,,[none],,,[none],,[none],,,(Otago and non-Otago)
old identity,,noun,,a Scotch settler in Otago - non-collective,[none],,,[none],,[none],,,
old identity,,noun,,"(Otago, obs.) BARRACOUTA as a Dunedin boarding-house dish (cf BARRACOUTIAN)",[none],,,[none],,[none],,,
old identity,,noun,,"in general (non-Otago) use, occasionally with some development of meaning or application. The first element of the collocation, `old', is not always felt as inseparable from the second, allowing a descriptive term (usually a local or place-name) to be inserted. -->a. a person long identified with a place, position, institution, etc; an oldinhabitant",[none],,,[none],,[none],,,
old identity,,noun,,"sometimes used with a sense of `colourful (local)character', `dag'",[none],,,[none],,[none],,,e.g. ca1940's He was a bit of an idenity round town.
old identity,,noun,,a long-time resident of a particular place.,[none],,,[none],,[none],also identity,,"(hist) with THE the original Presbyterian puritan inhabitants of Dunedin (as seen originally by ? Thatcher ? Cargill or by their critics) -->(It is uncertain whether Cargill or Thatcher originated the term. Possibly Cargill used the expression first, and Thatcher, with his acute sense of the locally ridiculous, popularised it. That it was apt is certain from its originally enthusiastic, and later wide (and current) use) (collective sg)"
old identity,,noun,,an early inhabitant of a settlement other than Otago.,[none],,,[none],,[none],,,
old lady,,noun,,,[none],,,[none],,[none],,,prisoners'
old lag(ger),,noun,,habitual prison inmate,[none],,,[none],,[none],,,lag: from 1812 in the sense of a convict transported from British. ca1941-45 Detention Camp (R.C.) 1982 Newbold Big Huey Glossary 250
Old Land,,noun,,"variant of Old Country: Britain, esp. England",[none],,,[none],,[none],,,"also Aust. (AND 1891); not in DNZE or Orsman; also l.c. 'old land' (op.cit. below, p.1) (TD)"
old maid,,noun,,,,,,[none],,[none],,,
old maid,,noun,2,,,,,[none],,[none],,,
old man,,noun,,,[none],,,[none],,[none],,,
Old Man Bottom,,noun,,,[none],,,[none],,[none],,,goldminers'
old man couch,,noun,,,[none],,,[none],,[none],couch,,x reffed at GRASS cf also OLD MAN TWITCH
old man,,adjective,,"long-lasting, persistent, or in some way large or outstanding of its kind: `old man couch grass'; `an old man southerly'; `an old man snapper'; `an old man flood'. (occas. spg old-man; occ. caps.) superior, large, remarkable (of its kind) (cf GRANDFATHER) esp. withnatural objects se also OLD MAN FLOOD,",[none],,,[none],,[none],,,
old man,,noun,3,,[none],,,[none],,[none],,,
old man,,adjective,,[of plants and other aspects of nature] large with an impact.,[none],,,Rural,Farm Words,[none],old man gorse,,
old man flood,,noun,,,[none],,,[none],,[none],,,
old man gorse,,noun,1,"a very large gorse bush, difficult to eradicate.",[none],,,Rural,Farm Words,[none],,,
old man gravel,,noun,,,[none],,,[none],,[none],,,
old man nor'-wester,,noun,,,[none],,,[none],,[none],,,
old man reef,,noun,,,[none],,,[none],,[none],,,
old man snapper,,noun,,,[none],,,[none],,[none],snapper,,[used with fish freq.]
old man twitch,,noun,,,[none],,,[none],,[none],old man couch,,x-reffed GRASS]
old man's beard,,noun,2,<i>Usnea</i> a lichen that grows on tree trunks and branches.,[none],,,[none],,[none],,,cf OLD MAORI'S BEARD; cf
old man's beard,,noun,,"a rampant, troublesome introduced clematis, a strangler of trees and shrubs, whose flowers are replaced in autumn by dense grey-white down.",[none],,,[none],,[none],,,(cf OLD MAN'S WHISKER(S); TRAVELLERS' JOY) (old man's whisker is also WILD FENNEL)
old man's eyebrow,,noun,,"<i>Drosera binata</i>, a sundew",[none],,,[none],,[none],,,
old man's refuge,,noun,,,[none],,,[none],,[none],,,humorous
old man's whiskers,,noun,,,[none],,,[none],,[none],old man's beard,,
old Maori's beard,,noun,,,[none],,,[none],,[none],"old man's beard, a lichen",,
old mate,,noun,,"Almost a catchphrase, espec: ME OLD MATE, =COBBER, from ca1945, perhaps WW2, at least. (cf OLD CHINA) cf MATE",[none],,,[none],,[none],,,
old men's workings,,noun,,,[none],,,[none],,[none],,,
old money,,noun,,families who made their money in earlier days,[none],,,[none],,[none],,,
old Mother Fry,,noun,,"a catchphrase of comparison: `any other',",[none],,,[none],,[none],,,ca1930 Auckland D. Singe eg He has more cheek than Old Mother Fry The tree's got more roots than Old Mother Fry
Old Ned,,noun,,head,[none],,,[none],,[none],,,prison rhyming slang
old respectables,,noun,,the Legislative Council,[none],historical,,[none],,[none],,,humorous ? coinage
old rookie,,noun,,? an old hand,[none],,,[none],,[none],,,(WW1)
old season,,adjective,,[of lambs] from a previous year's lambing.,[none],,,Rural,Farm Words,[none],,,
old settler,,noun,,,[none],,,[none],,[none],,,
old smoke,,noun,,a blend of BIG SMOKE and OLD COUNTRY,[none],,,[none],,[none],,,
old stager,,noun,,"old hand, veteran (applied below to fish and cattle)",[none],,,[none],,[none],,,
old woman from Botany Bay,,noun,,,[none],,,[none],,[none],,,
old-crop,,noun,,[forestry] a mature pine or pine-block.,[none],,,Rural,Farm Words,[none],,,attrib. use below
old-man bottom,,noun,,,[none],,,[none],,[none],,,
old-man trout,,noun,,,[none],,,[none],,[none],-,,[epithet used with fish frequ.]
older,,noun,,,,,,[none],,[none],oldie,,1984 16 F E39 Pakuranga Coll. 24A OLDERS
oldermass,,noun,,a usage introduced to New Zealand geology by Cotton (1916),,,,[none],,[none],,,
oldest white inhabitant,,noun,,A NZ twist to the well-known English village personality.,[none],,,[none],,[none],,,
olds,,noun,,oldies,,,,[none],,[none],,,"1980 Lynfield College, Auckland (Goldie Brown Collection) olds: parents -->1984 15-16 F E8 Pakuranga Coll. 24A OLDS [M30 F21] -->1984 14 F E122 Wgton Girls C. 24A OLDS F3] -->1984 16-17 F E9 Pakuranga Coll. 24A OLDS,THE [F13 M10] -->1984 14 F E126 Wgton Girls C. 24A THE OLDS"
oleander,,noun,,,,,,[none],,[none],,,
olearia,,noun,,tree-daisy,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia angustifolia </i>,[none],,,[none],,[none],,,
olearia,,noun,2,<i>Olearia arborescens </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia semidentata </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia semidentata </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia virgata </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia furfuracea</i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia avicenniaefolia </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia Forsteri </i>,,,,[none],,[none],,,
olearia,,noun,,<i>Olearia excorticata </i>,[none],,,[none],,[none],,,
olearia,,noun,2,<i>Olearia ilicifolia </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia macrodonta </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia moschata </i>,,,,[none],,[none],,,
olearia,,noun,2,<i>Olearia insignis </i>,,,,[none],,[none],,,
Olearia hectorii,,noun,,Hector's tree daisy q.v.,[none],,,[none],,[none],-,,
olive,,noun,2,,,,,[none],,[none],,,
olive branch,,noun,,child,[none],,,[none],,[none],,,
olive,1,noun,,a tree and its fruit,,,,[none],,[none],,,
olive,1,noun,2,,,,,[none],,[none],,,
olive,1,noun,2,<i> Olea</i>,,,,[none],,[none],,,
olive tree,,noun,,hinau,[none],,,[none],,[none],,,
Oly-Whites,,noun,,the New Zealand Olympic football (soccer) team,[none],,,[none],,[none],,,"a play on All Whites; seen in report on an Oceania qualifying match in Sunday Star Times, 3 March 2008"
omahdaun,,noun,,,,,,[none],,[none],,,(Southland Irish: ?family use) -
Omahina tephra,,noun,,Geol. defn.,[none],,,[none],Geology,[none],,,
Ombudsman,,noun,,"an officer of Parliament appointed by the Legislature to investigate complaints by individuals against the state or public services. [Swedish, legal representative]",,,,[none],,[none],,,
Omega lamb,,noun,,a young lamb under 22 pounds destined for the Greek market.,[none],,,Rural,Farm Words,[none],,,
Omega prawn,,noun,,,[none],,,[none],,[none],,,
omnibus,,noun,,a large pack,,,,[none],,[none],,,(trampers' ? coinage)
Omotumotu breccia,,noun,,Geol definition,[none],,,[none],Geology,[none],,,
on and off the bridge,,phrase,,,[none],,,[none],,[none],,,
on aroha,,phrase,,,[none],,,[none],,[none],aroha job,,
on background,,phrase,,,,,,[none],,[none],,,
on board,,phrase,,"with it, mentally responsible",[none],,,[none],,[none],,,
on compo,,phrase,,absent from work receiving compensation,[none],,,[none],,[none],,,
on drop/on the drop,,phrase,1,[ewe or cow] about to lamb or calve.,[none],,,Rural,Farm Words,[none],,,
on gold,,phrase,,working a payable claim.,[none],,,[none],,[none],,,
on hook,,phrase,,,[none],,,[none],,[none],,,Internet search Feb 2006: also in use in Austral.
on it,,phrase,,drinking heavily,[none],informal,,[none],,[none],,,
on it,,phrase,,be + adj. + on it,[none],,,[none],,[none],,,
on one's ace,,phrase,,"[AND 1904: f. a punning euphemism for arse with ace, a singleton.] alone, on one's own; on one's pat (Pat Malone).",[none],,,[none],,[none],,,
on one's bike,,phrase,,annoyed,[none],,,[none],,[none],,,"1978 editorial note 187: `be on one's bike', to be uppity and cross; ..."
on one's hammer,,phrase,,"on one's back, trail, etc. (rhyming sl. hammer and tack, on one's back).",[none],,,[none],,[none],,,"1984 below: get on one's hammer = get on one's nerves, get up one's nose, annoy??"
on one's head,,phrase,,easily,[none],,,[none],,[none],,,
on one's lonely,,noun,,,[none],,,[none],,[none],cf. on one's pat,,
on one's own hook,,phrase,,"on one's own account, for oneself",[none],,,[none],,[none],,,
on one's own hook,,phrase,,,[none],,,[none],,[none],,,
on one's pat,,phrase,,"on one's own, alone",[none],,,[none],,[none],,,
on one's Pat Malone,,phrase,,"on one's own, alone",[none],,,[none],,[none],also on one's pat,,
on one's reputation,,phrase,,"Construction: to do, perform, accomplish, etc. something on one's reputation, to do the `near impossible', to accomplish without visible means, etc. against expectation or `the odds' ca1953 Christmas Charlie Buchanan, rabbiter, Bluff Station, Clarence Valley, remarks of trampers who have used a difficult and treacherous track: `You came round there on your reputation'.",[none],,,[none],,[none],,,
on/off the hill,,phrase,,"the hill, the high-country mustering beat; ?in gen. the high country itself; be on the hill, to be out mustering; be off the hill, to be finished mustering.",[none],,,[none],,[none],,,(musterers')
on protection,,phrase,,,[none],,,[none],,[none],,,
on shares,,phrase,1,[sp. use] sharemilking.,[none],,,Rural,Farm Words,[none],,,
on special,,phrase,,an item offered for a short time at a reduced price,,,,[none],,[none],,,
on terms,,phrase,1,[sheep] a long term grazing arrangement where sheepowner and landowner share profit of wool sales.,[none],,,Rural,Farm Words,[none],,,
on the bash,,noun,,"on the spree, on the booze.",[none],,,[none],,[none],,,1953 15 M A21 Thames DHS 31 BASH (DRINKING = ON THE BASH)
on the battens,,phrase,1,[sheep or shearers] in a woolshed pen.,[none],,,Rural,Farm Words,[none],,,
on the beach,,phrase,,broke; unemployed,[none],,,[none],,[none],cf. beached,,".[HWO Has this been extended from the seamen's idiom, to be on shore out of work or waiting to sign on a ship: modern seamen's<i> to be on the corner</i>.]"
on the bed,,phrase,1,the dressing of a carcass in a special cradle.,[none],,,Rural,Farm Words,[none],,,
on the blind,,phrase,,[of sheepdogs] out of sight of sheep being worked.,[none],,,Rural,Farm Words,[none],,,
on the blind,,phrase,,without prior information or proper sight or foresight,[none],,,[none],,[none],,,
on the blind,,phrase,,(working) out of sight of the shepherd (of a sheepdog); often run on the blind,[none],,,[none],,[none],,,
on the block,,phrase,1,on the hill sections of a station.,[none],,,Rural,Farm Words,[none],,,
on the bludge,,phrase,,on the cadge,[none],,,[none],,[none],,,
on the board,,phrase,,"working as shearers, shearing",[none],,,[none],,[none],,,
on the board/s,,phrase,1,at work on a shearing floor.,[none],,,Rural,Farm Words,[none],,,
