Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
vila,,noun,,Dalmatian evil or mischievous spirit,,,,[none],,[none],,,
villa,,noun,,"a detached house built circa 1870-1914 commonly of wood and usually with high stud, central passage, veranda, fretwork, and bay window. -->?collocation NEW ZEALAND VILLA -->G.J.Griffiths notes: as in Britain, meant originally a rural house of some pretension, with an agricultural estate attached; then house set in suburban section; then more to describe a certain kind of house",[none],,,[none],,[none],,,
villa,3,noun,,,,,,[none],,[none],,,"Jim Cameron writes: The use of <i>villa</i> to refer to a unit in a retirement village is recorded in NZPOD. It may also mean a detached self-contained unit in a holiday park, etc. Cf Collins: <i>""villa home (Austral)</i> - one of a set of suburban bungalows built compactly on the one allotment."""
villa,,noun,,,[none],,,[none],,[none],,,cf. mental hospital use : at Porirua : ?started with Truby King's detached units at Seacliff
village,,noun,2,in an original English or British sense or use =TOWNSHIP,,,,[none],,[none],,,
village,,noun,2,,[none],,,[none],,[none],,,suburb or more commonly the suburban shopping centre
village,,noun,2,used jocularly in a friendly or deprecating way,,,,[none],,[none],,,
village,,noun,3,"a kainga (cf KAINGA PA --> MARAE.) esp. with epithet NATIVE, MAORI [?does village for kainga go out of use as use for modn NZ township comes back in]",[none],,,[none],,[none],"also Maori village, native village",,
village,,noun,,"a) a populated area in the country, which is smaller than a town. b) its inhabitants. c) in New Zealand a shopping centre; the centre of a rural town, or a cluster of shops outside the centre of a city. -->[AND 1. obs a small (rural) settlement 1803-1907 2. a cluster of aboriginal dwellings] often with def. art. THE VILLAGE, a modern usage (to be distinguished from the occasional very early British usage of emigrants), orig. deprecatingly and mainly humorously of a township or settlement by those living in the countryside outside its boundaries, or by semi-permanent residents (e.g. week-enders, bachers, etc). For example, Paraparaumu `beach' residents (once mainly a weekend population) refer to the original township on the main road as `The Village' and have done so since at least 1941; similarly for Johnsonville, originally a town, now a suburb of Wellington: their rugby supporters would call (c1950s) `Come on the village!'; the Taupo township (now near-city) was in the 1960s referred to by the large seasonal lakeside holiday population at least as Taupo village. -->The usage was probably fairly popular by at least 1940, and is now common, often being transferred to, for example, the `down-town' or shopping area of a city by those living in the suburbs (e.g. `Are you coming into the village tonight to the pictures?'); or, specifically, of shopping areas, and now custom-built shopping-complexes in the suburbs (e.g. `You go up Karori Road past the first village, and just before you come to the second, turn off right ...'; or ``Marsden Village' is the name of the recently-opened shopping area in Karori.')",,,,[none],,[none],,,
village settlement,,noun,,,[none],,,[none],,[none],,,incl attrib
villager,,noun,,,[none],,,[none],,[none],,,
Villains,,noun,,(WW1)Military Police,[none],,,[none],,[none],,,
